,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
536, on 05/28/11 17:56 PM (PDT),deadeye63 ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),new rogue owner,"  have only had my rogue three weeks and so far so good. had looked at the rav 4 and outlander sport and went with the rogue because of price/looks and all the great features . this car is loaded with everything that you can get on a rogue. only thing i can find so far is the noise when driving on a wet road, like a window is down. also the color which is platinum graphite does not match in different light. doors do not match rear panel. will know more after a few months.troad",4.125
537, on 05/26/11 17:00 PM (PDT),realtor10 ,2011 Nissan Rogue SUV S 4dr SUV (2.5L 4cyl CVT),Love my Rogue, I've had my Rogue for 5 months and have enjoyed every minute of driving.It's the quietest car I have ever had and the smoothest.No road or wind noise at all. I recommend this car to anyone looking for a crossover SUV.I will buy another Nissan!,5
538, on 05/22/11 17:45 PM (PDT),laurenxsaysx ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),SO HAPPY!!," I love my nissan. It has way more to offer for the price than the chev equinox. You definitely want the backup camara, it helps out a lot. Its prefect for my family. I have 2 large dogs whom fit just right in the hatchback space (a third medium dog fits too). A lot of legroom in the backseats (which fold down flat). If i could do it all over again, i would still buy this car but i would pay more for the AWD. The stock tires handle well in snow and rain from my past experience with a kia. However, rogue is very light weight so the wind can push it around pretty easily. I get 23 MPG city and 29-30 mpg highway. ",4.375
539, on 05/21/11 12:31 PM (PDT),lainie1 ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),Nissan Rogue Rocks," I have only had my Rogue for a couple weeks, but am extremely pleased with the comfort and ease of handling.I was worried because I've never driven a larger vehicle, but the Rogue is easier than my cars which included Mazdas & Fords.Mine has the backup map which I love and the SV package.Love this vehicle and highly recommend it.I drove 130 miles before the gas measure moved off full! ",5
540, on 03/06/11 12:35 PM (PST),smooches1 ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),Nissan Rocks," I just want to say I LOVE NISSAN!! I have owneda used 1997 Nissan Pathfinder SE, a new 2001 Nissan Pathfinder LE, a new 2004 Pathfinder SE and a new 2007 Nissan Xterra. Once I started with Nissan I have never left. In 2010, I was ready for another trade in and needed a vehicle with good gas mileage and not to low to the ground ( I am a six foot female). I researched the Rogue and then test drove it and I was in love. I have owned my 2011 for 5 months now and I love her. I fill up the tank twice a month compared to every 4-5 days with my xterra. She grips the road and highways like a dream. 4-cylinder CVT transmission took a little getting use to as I have been driving V6 for over 10 yrs.",5
541, on 03/05/11 22:12 PM (PST),lynnv17 ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),Enjoying the ride," 2 1/2 month review.Wasn't sure at first because of vibration at low speeds, which is a fuel saving function of the cvt.After breakin, it's much smoother.Love the smooth ride on the highway.One annoying thing, during rain, it's noisy, almost like you've left a window open in back.Getting great gas milage.I was careful to follow the break-in suggestions and average over 26 mpg in city, approx 29 hwy.Love the interior.Seats are comfortable.Handles well and is pretty fun to drive.The cargo area is small, but not really an issue since I can lower back seats when I need to carry more stuff.I'm happy with my little suv...when it's not raining. ",4.75
542, on 02/24/11 05:35 AM (PST),g6leaser ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),Much Bang For Your Buck," Although we just picked up our 2011 AWD SV Rogue with SL package (leather seats, nav, bluetooth,usb, sunroof,backup cam) from the dealer yesterday,I wanted to share a few words and will give a more detailed review after 1,000 miles.The Rogue drives more like a car which my wife enjoys - quiet, comfortable, safe (steering wheel mounted features) and classy design.I was skeptical of the CVT Transmission but so far it has performed flawlessly.If you are looking for an economical upscale SUV, I would check out the Rogue - but it is too early to comment on milage and durability - will update after 1,000 miles.",4.375
543, on 02/20/11 11:13 AM (PST),slakshman ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),Amazing SUV for what you pay!," I bought this car after two months of analysis and ground work and test drives. I will not say this is the best SUV you will get. But this is the best SUV if you like the options it is giving and ready to forego a few if you don't need them. I am not sure about the mileage still since it needs to drive more than 2000 miles for the engine to get into appropriate mileage. Other than that, this is absolutely best. We love it in our family. Overall, if you don't want more space or more cargo area, then Rogue is for you at a ""cannot beat me"" price with nice technology package. Hope this helps!!!",5
544, on 02/19/11 11:52 AM (PST),texasholly ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),What it's missing," I bought my car about a month ago and I just hit 1,000 miles. averaging 22.8 MPG and I drive 45 HWY miles to work 5 days aweek. I thought I would get better gas milege... its fun to drive and I love it but it lacks in rear visibility, the backup camera is a MUST, but It's difficult to use if you're not used to it. switching lanes is a challenge as well, a small car would be difficult to see and miss... I hope this gets better the longer I have the car. I would buy this car again. ",4.25
545, on 02/12/11 08:23 AM (PST),julrhody ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),"For the price, you really can't beat it. "," My last few cars have been Honda's but I am partial to staying within the Honda, Toyota, Nissan circuit. With that said, when it came time to look for a compact SUV or Crossover I pretty much had 3 options, the Honda CRV, the Toyota RAV4 or the Nissan Rogue. Hands down the Rogue won after checking them all out. The CRV interior is kind of stark and cold and the seats are incredibly UNcomfortable...and I have a lot to compare them to since I was trading in my 2010 Accord EX-L. The Toyota frankly, was boring! Dollar for dollar the Nissan offered more bang for the buck when it came to comparing all top end packages for all 3. I'm very happy with my decision and the COMFY seats of the Rogue.",4.625
546, on 01/23/11 20:18 PM (PST),golfer4000 ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),Love my Rogue," Traded an07 camry hybrid for the Rogue SV with premium package and I coulnt be happier,Paid as much for the camry as the Rogue but got Xenon lights leather int. moon roof navi,backup camera and more with the Rogue it is also quieter better handling has better visibility and more fun to drive.I would recommend it to anyone looking for an SUV,its well worth a look,I,m glad I did .I especially like the backup cam.,the looks and fit and finish.I would sugest the addition of an interior hatch release",5
547, on 01/22/11 13:45 PM (PST),vagentleman ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),Just What I Wanted!," Have had my FWD 2011 Rogue SV for almost 3 weeks and I love it!I was driving an Infinity I30 and was looking for more versatility, better gas mileage, comfort and other amenities and found it all with the Rogue.After the 1st week of city driving I was ready to take it back to the dealer to fix the fuel gauge, I had driven 127 miles and it was still on full!Finally, it began to move - not broken, just good mileage! I find the driving experience to be very responsive. It is certainly as comfortable over rough pavement as my Infinity, gets better gas mileage and uses regular gas!I got the SL package and love the back-up camera; leather, heated seats. ",5
548, on 01/21/11 20:26 PM (PST),cetta ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),Just My Size!," I love my 2011 Rogue.It's comfortable, fun to drive, and a great buy.I was just car looking and not planning to buy until spring but drove the Rogue!And the rest is history.I bought my Pearl White Rogue on December 3.I don't like big vehicles and this is perfect.My husband never likes the cars I select; however, he's really impressed with my Rogue.(That says a lot). Also, Miles Nissan was great to work with!",4.5
549, on 01/06/11 12:50 PM (PST),cardinalbama ,2011 Nissan Rogue SUV S Krom Edition 4dr SUV (2.5L 4cyl CVT),One of the best I have ever owned!, I was looking for a mid priced crossover and decided on the Rogue. I bought the Krom edition and love it. ,4.5
550, on 01/04/11 19:20 PM (PST),jeep53 ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),Great looking Crossover for the money!!," We've only had the 2011 Rogue SV with SL package for a week, but I thought I'd mention my first impressions. So far I'm very happy with my purchase. We intended on purchasing the Murano, but didn't feel it was worth the extra $9,000. It's a really nice riding SUV and has a lot of nice features for the money. The leather seats are also very comfortable.The CVT takes a little getting used to but after a short time,it's fine.I would not hesitate in recomending this SUV.I found it to be much more comfortabl than the CR-V and the Toyota Rav4 and also much sharper looking and a better ride.",4.125
551, on 12/31/10 01:44 AM (PST),robcowling ,2011 Nissan Rogue SUV SV 4dr SUV (2.5L 4cyl CVT),"Went for a Juke, got a Rogue."," Drove the Juke and liked it...but it was small and had a lot of wind noise at 50 mph.Not knocking the Juke as it seemed like a fine car for the right kind of buyer.We decided to look at the Rogue and are glad we did.They had the Rogues mixed with the Muranos and the only way to tell the difference was in the sticker price.They seriously look nearly identical.Anyway, the Rogue is roomy, comfortable and rides and drives very well.It won't win a drag race, but will get you out of the way if need be.Got SL package with leather, sunroof, Bose, nav, back up camera, xenon headlights, etc...for 25K in a 2011 model.Only complaint so far is that the sunroof does not open all the way.",4.375
552, on 12/30/10 18:40 PM (PST),jeep53 ,2011 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT),Great SUV for the money!!," I'm writing this review after having just purchased this SUV today,but I just wanted to give my first impressions of it.After wanted to purchase the Murano, I decided to test drive the Rogue. After only a few minutes of driving,I was very impressed with the options and the way the car handled.It drives like a car,except with the height and comfort of an SUV. It has a very smooth ride.We opted for the SV with the SL options. It has everything we need, including navigation, and cost over $8,000 less than the Murano.",4.25
